modele,date_loc,info
"['SkodaFabia1.2CLASSICprix initial : 4 750', '', '                              3 599 €  ']",,
"['MercedesVito1162.0prix initial : 32 200', '', '                              31 490 €  ']",,
"['MercedesClasse gleGle 4004MATICprix initial : 79 990', '', '                              74 990 €  ']",,
"['MercedesGlb', '', '                              39 990 €  ']",,
"['HyundaiI201.0TRENDprix initial : 19 490', '', '                              16 990 €  ']",,
"['HyundaiI301.0TRENDprix initial : 23 490', '', '                              20 290 €  ']",,
"['OpelCorsa1.2ELEGANCE', '', '                              19 290 €  ']",,
"['OpelCorsa1.2SPORT', '', '                              18 780 €  ']",,
"['VolvoV50T52.5', '', '                              8 500 €  ']", 11.09.2023 ALLEMAGNEDétail,ESSENCE180 000 Km2007MANUELLE18439DEVIS ASSURANCEVENDEZ
"['Land roverDefenderTd52.5sponsorisée', '', '                              NC  ']",,
"['MercedesGlb 250prix initial : 46 490', '', '                              45 490 €  ']",,
"['MercedesVito116prix initial : 26 990', '', '                              25 990 €  ']",,
"['ChevroletSpark1.0LSprix initial : 3 499', '', '                              3 100 €  ']",,
"['MercedesClasse gleGle 400prix initial : 81 490', '', '                              78 990 €  ']",,
"['MercedesEqaAMG LINEprix initial : 56 880', '', '                              55 880 €  ']",,
"['MercedesClasse bB 180BUSINESSprix initial : 31 990', '', '                              31 290 €  ']",,
"['MercedesClasse c breakC 200AMBIENTEprix initial : 36 490', '', '                              35 990 €  ']",,
"['MercedesClasse cC 200BUSINESSprix initial : 39 990', '', '                              38 990 €  ']",,
"['MercedesClasse e breakE 300prix initial : 51 990', '', '                              50 990 €  ']",,
"['MercedesClasse eE 300prix initial : 51 990', '', '                              50 990 €  ']",,
"['MercedesCla shooting brakeCla 200AMBIENTEprix initial : 36 490', '', '                              35 990 €  ']",,
"['MercedesClasse glaGla 200AMBIENTEprix initial : 48 490', '', '                              39 990 €  ']",,
"['MercedesClasse vV 220', '', '                              65 900 €  ']",,
"['MercedesVito1142.0', '', '                              40 341 €  ']",,
"['MercedesClasse vV 300AVANTGARDEprix initial : 86 900', '', '                              82 900 €  ']",,
"['FordB-max1.5SYNC EDITIONprix initial : 8 000', '', '                              7 500 €  ']",,
"['MercedesEqs580AMG LINE', '', '                              133 350 €  ']",,
"['OpelOmega break2.2', '', '                              1 900 €  ']",,
"['MercedesClasse bB 200', '', '                              48 990 €  ']",,
"['VolvoV50T5', '', '                              8 500 €  ']",,
"['MercedesClasse cC 200AVANTGARDE', '', '                              59 880 €  ']",,
"['MercedesClasse claCla 220AMG LINE', '', '                              59 890 €  ']",,
"['OpelAstra2.2', '', '                              1 999 €  ']",,
"['SkodaKaroq2.0SPORTLINE', '', '                              33 490 €  ']",,
"['FordTransitVan2.2prix initial : 7 500', '', '                              6 500 €  ']",,
"['Land roverDefenderTd52.5sponsorisée', '', '                              NC  ']", 17.11.2023 ITALIEDétail,DIESEL252 000 Km2001MANUELLE17100DEVIS ASSURANCEVENDEZ
"['FordTransit2.2prix initial : 7 500', '', '                              6 500 €  ']",,
"['MercedesClasse e breakE 220', '', '                              43 990 €  ']",,
"['MercedesClasse eE 220', '', '                              43 990 €  ']",,
"['OpelMokka1.6prix initial : 14 500', '', '                              11 500 €  ']",,
"['BmwSerie 11182.0prix initial : 6 899', '', '                              5 850 €  ']",,
"['MercedesEqa', '', '                              55 880 €  ']",,
"['MercedesEqa', '', '                              55 880 €  ']",,
"['BmwSerie 3 cabriolet320', '', '                              7 199 €  ']",,
"['VolkswagenPassat', '', '                              NC  ']",,
"['BmwX5prix initial : 13 500', '', '                              12 900 €  ']",,
"['MercedesClasse c breakC 220', '', '                              37 990 €  ']",,
"['MercedesClasse cC 220', '', '                              37 990 €  ']",,
"['MercedesVito2.1', '', '                              31 990 €  ']",,
"['MercedesVito', '', '                              31 990 €  ']",,
"['AudiA4 avantV6 3.0QUATTRO', '', '                              16 000 €  ']",,
"['MercedesClasse mMl 350prix initial : 30 100', '', '                              29 800 €  ']",,
"['AudiA4 avant2.0S LINEQUATTROprix initial : 16 990', '', '                              12 990 €  ']",,
"['OpelAstra gtc1.4prix initial : 8 200', '', '                              8 100 €  ']",,
"['MercedesClasse tT 180 dSTYLE', '', '                              38 900 €  ']",,
"['Audi80prix initial : 1 700', '', '                              1 490 €  ']",,
"['VolkswagenPassat variant2.0CONFORTLINEprix initial : 8 750', '', '                              8 299 €  ']",,
"['VolkswagenPassat variant2.0prix initial : 8 750', '', '                              8 299 €  ']",,
"['VolkswagenPassat2.0CONFORTLINE', '', '                              8 299 €  ']",,
"['MercedesClasse vV 220', '', '                              59 490 €  ']",,
"['VolkswagenTransporterT5', '', '                              17 500 €  ']", 22.10.2023 ALLEMAGNEDétail,DIESEL143 363 Km2015MANUELLE18439DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['OpelCorsa1.2prix initial : 3 350', '', '                              3 150 €  ']",,
"['VolkswagenGolf sw', '', '                              4 000 €  ']",,
"['AudiA3 sportback2.0AMBIENTE', '', '                              6 019 €  ']",,
"['MercedesClasse e breakE 300 de4MATICprix initial : 41 990', '', '                              40 990 €  ']",,
"['MercedesClasse eE 3004MATICprix initial : 41 990', '', '                              40 990 €  ']",,
"['MercedesVitoprix initial : 21 000', '', '                              19 999 €  ']",,
"['MercedesClasse sS 350V6 3.04MATICprix initial : 89 490', '', '                              83 990 €  ']",,
"['AudiA6V6 2.8QUATTROprix initial : 3 000', '', '                              2 800 €  ']",,
"['VolkswagenSharan2.0TECH', '', '                              20 999 €  ']",,
"['MercedesClasse cC 220AVANTGARDE', '', '                              42 490 €  ']",,
"['RenaultEspace2.0', '', '                              1 390 €  ']",,
"['FiatDoblo1.3', '', '                              5 700 €  ']",,
"['MercedesClasse glaGla 2001.3prix initial : 43 990', '', '                              41 490 €  ']",,
"['MercedesClasse glaGla 180prix initial : 42 990', '', '                              36 990 €  ']",,
"['LadaNiva1.7', '', '                              12 400 €  ']",,
"['NissanMicra1.2', '', '                              1 900 €  ']",,
"['MercedesClk cabrioletClk 200', '', '                              7 500 €  ']",,
"['MercedesClasse mMl 350', '', '                              25 900 €  ']",,
"['MercedesSprinter', '', '                              49 900 €  ']",,
"['MercedesClasse glcGlc 300AMG LINE4MATICprix initial : 39 990', '', '                              37 990 €  ']",,
"['VolkswagenGolf2.0prix initial : 12 999', '', '                              12 990 €  ']",,
"['MercedesClasse e coupe250 cAVANTGARDE', '', '                              24 990 €  ']",,
"['MercedesClasse cC 250AVANTGARDE', '', '                              24 990 €  ']",,
"['MercedesClasse e coupeE 250AVANTGARDE', '', '                              24 990 €  ']",,
"['MercedesVito2.0', '', '                              33 201 €  ']", 02.11.2023 ALLEMAGNEDétail,DIESEL58 200 Km2021AUTOMATIQUE18439DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['MazdaRx-7prix initial : 6 500', '', '                              6 000 €  ']",,
"['VolkswagenTransporterT4', '', '                              6 000 €  ']",,
"['MercedesVitoprix initial : 33 900', '', '                              33 201 €  ']",,
"['BmwSerie 5530', '', '                              6 999 €  ']",,
"['AudiA11.2prix initial : 10 990', '', '                              9 350 €  ']",,
"['BmwSerie 4 gran coupe420', '', '                              26 880 €  ']",,
"['VolkswagenTransporterT54MOTION', '', '                              30 000 €  ']",,
"['AudiA3 sportback35 tfsi1.5prix initial : 34 500', '', '                              32 900 €  ']",,
"['CitroenC3 aircross1.2SHINE', '', '                              12 999 €  ']",,
"['CitroenC4 aircross1.6TENDANCEprix initial : 12 999', '', '                              12 799 €  ']",,
"['MercedesVito114', '', '                              24 990 €  ']",,
"['MercedesClasse glaGla 250 e1.3', '', '                              57 680 €  ']",,
"['MercedesClasse gleGle 4004MATIC', '', '                              78 990 €  ']",,
"['VolkswagenGolfprix initial : 1 800', '', '                              1 750 €  ']",,
"['MercedesClasse e', '', '                              10 000 €  ']",,
"['BmwZ4Sdrive 28iprix initial : 25 000', '', '                              23 000 €  ']",,
"['AudiA6 avantV6 2.7', '', '                              4 900 €  ']",,
"['AudiA6V6 2.7', '', '                              4 900 €  ']",,
"['BmwSerie 3 compact325prix initial : 3 500', '', '                              3 300 €  ']",,
"['VolkswagenCombi', '', '                              19 900 €  ']",,
"['VolkswagenTiguan2.0TECHprix initial : 16 890', '', '                              20 000 €  ']",,
"['BmwX1Sdrive 18i2.0', '', '                              8 950 €  ']",,
"['VolkswagenTiguan2.0', '', '                              19 250 €  ']",,
"['AudiA4 avantSPORT', '', '                              18 999 €  ']",,
"['CitroenC3 aircrossSHINE', '', '                              12 999 €  ']", 14.11.2023 ALLEMAGNEDétail,ESSENCE77 000 Km2018MANUELLE18439DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['MercedesSprinterprix initial : 36 990', '', '                              36 283 €  ']",,
"['Rover752.0', '', '                              1 500 €  ']",,
"['VolkswagenTransporterT42.5S', '', '                              6 500 €  ']",,
"['AudiA3 cabriolet1.4AMBITION', '', '                              21 990 €  ']",,
"['MercedesEqs suv450AMG LINE', '', '                              120 880 €  ']",,
"['MercedesVito1162.0prix initial : 32 990', '', '                              32 390 €  ']",,
"['VolkswagenGolf plus1.6', '', '                              2 800 €  ']",,
"['BmwSerie 3 compact316t', '', '                              4 999 €  ']",,
"['ToyotaRav4', '', '                              9 999 €  ']",,
"['VolkswagenCaddy utilitaire', '', '                              13 990 €  ']",,
"['BmwX3Xdrive 35i', '', '                              20 699 €  ']",,
"['OpelAstra', '', '                              2 200 €  ']",,
"['ToyotaMiraiprix initial : 39 890', '', '                              19 890 €  ']",,
"['CitroenC-elysee1.2SELECTIONprix initial : 7 333', '', '                              7 999 €  ']",,
"['FordFocus sw1.5prix initial : 13 999', '', '                              12 677 €  ']",,
"['LexusUx 300eprix initial : 42 980', '', '                              37 990 €  ']",,
"['AudiA6 avant2.0S LINEprix initial : 40 000', '', '                              38 900 €  ']",,
"['MitsubishiAsx1.6', '', '                              11 800 €  ']",,
"['MercedesClasse eE 63 amgV8 5.5prix initial : 44 990', '', '                              34 990 €  ']",,
"['MercedesClasse e breakE 63 amgprix initial : 44 990', '', '                              34 990 €  ']",,
"['JeepCherokee2.2OVERLANDprix initial : 27 990', '', '                              26 490 €  ']",,
"['MitsubishiEclipse cross', '', '                              32 990 €  ']",,
"['MitsubishiEclipse cross', '', '                              28 990 €  ']",,
"['ToyotaYaris1.5CONFORTprix initial : 16 900', '', '                              15 590 €  ']",,
"['CitroenC-zeroTENDANCEprix initial : 12 495', '', '                              10 500 €  ']", 02.05.2022 ALLEMAGNEDétail,ELECTRIQUE8 962 Km2018AUTOMATIQUE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['CitroenC4 cactus1.2SHINE', '', '                              18 950 €  ']",,
"['MgZs evprix initial : 30 420', '', '                              31 312 €  ']",,
"['CitroenC5 aircrossLIVEprix initial : 27 900', '', '                              25 890 €  ']",,
"['MgZs', '', '                              32 420 €  ']",,
"['CitroenC5 aircrossFEELprix initial : 36 430', '', '                              32 490 €  ']",,
"['MgMarvel r', '', '                              39 420 €  ']",,
"['MgMarvel rLUXURY', '', '                              43 420 €  ']",,
"['CitroenSpacetourerFEEL', '', '                              55 885 €  ']",,
"['CitroenC3 aircross1.2prix initial : 19 890', '', '                              18 390 €  ']",,
"['MazdaMx51.5EXCLUSIVE LINEprix initial : 22 950', '', '                              22 490 €  ']",,
"['CitroenC5x', '', '                              43 890 €  ']",,
"['MazdaMx51.5prix initial : 22 950', '', '                              22 490 €  ']",,
"['CitroenC3 aircross1.2SHINEprix initial : 15 890', '', '                              14 950 €  ']",,
"['CitroenC31.2prix initial : 15 890', '', '                              14 950 €  ']",,
"['ToyotaCorolla1.2prix initial : 22 990', '', '                              23 890 €  ']",,
"['MercedesClasse sS 5004MATICprix initial : 29 900', '', '                              25 000 €  ']",,
"['BmwX540d3.0prix initial : 29 999', '', '                              28 777 €  ']",,
"['CitroenC31.2FEEL', '', '                              11 900 €  ']",,
"['VolkswagenT-roc1.5prix initial : 29 900', '', '                              28 450 €  ']",,
"['VolkswagenPolo1.2ALLSTARprix initial : 9 999', '', '                              9 799 €  ']",,
"['ToyotaRav42.0BUSINESSprix initial : 34 980', '', '                              29 930 €  ']",,
"['MitsubishiEclipse cross2.4prix initial : 40 580', '', '                              38 990 €  ']",,
"['MgMg4prix initial : 31 069', '', '                              29 312 €  ']",,
"['RenaultKangoo express1.5prix initial : 9 999', '', '                              9 499 €  ']",,
"['LexusUx 300eLUXURYprix initial : 44 980', '', '                              39 860 €  ']", 01.12.2022 ALLEMAGNEDétail,ELECTRIQUE10 449 Km2021AUTOMATIQUE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['SeatIbiza1.0STYLEprix initial : 17 490', '', '                              16 990 €  ']",,
"['LexusUx 300eLUXURYprix initial : 48 990', '', '                              43 990 €  ']",,
"['LexusUx 300eprix initial : 42 980', '', '                              34 890 €  ']",,
"['VolkswagenTiguan1.5CONFORTLINEprix initial : 36 450', '', '                              32 900 €  ']",,
"['RenaultTrafic1.6prix initial : 22 777', '', '                              19 999 €  ']",,
"['ToyotaBz4xCONFORTprix initial : 60 890', '', '                              47 460 €  ']",,
"['ToyotaCorolla1.8prix initial : 25 890', '', '                              21 890 €  ']",,
"['JeepCompass2.0LIMITED', '', '                              27 990 €  ']",,
"['ToyotaHilux2.7EXECUTIVE', '', '                              49 990 €  ']",,
"['CitroenC52.0prix initial : 26 950', '', '                              24 950 €  ']",,
"['CitroenC5 aircrossSHINEprix initial : 26 950', '', '                              24 950 €  ']",,
"['ToyotaHilux2.7INVINCIBLEprix initial : 59 890', '', '                              54 990 €  ']",,
"['CitroenBerlingo1.6', '', '                              18 590 €  ']",,
"['KiaNiro1.6SPIRITprix initial : 24 990', '', '                              19 990 €  ']",,
"['LexusNx 450h+BUSINESS', '', '                              65 980 €  ']",,
"['ToyotaCorolla1.8TSprix initial : 32 980', '', '                              31 480 €  ']",,
"['LexusRx 450hV6 3.5F SPORTAWDprix initial : 69 690', '', '                              65 980 €  ']",,
"['ToyotaCorolla1.8BUSINESS', '', '                              27 430 €  ']",,
"['ToyotaRav4BUSINESSprix initial : 40 980', '', '                              39 890 €  ']",,
"['CasaliniM20prix initial : 17 990', '', '                              14 490 €  ']",,
"['RenaultClio grandtour0.9BOSE', '', '                              12 490 €  ']",,
"['RenaultCaptur0.9LIFEprix initial : 11 999', '', '                              11 590 €  ']",,
"['JeepRenegade4xe1.3Sprix initial : 37 990', '', '                              35 990 €  ']",,
"['ToyotaLand cruiser2.8EXECUTIVEprix initial : 75 390', '', '                              64 530 €  ']",,
"['ToyotaLand cruiser2.8EXECUTIVEprix initial : 75 390', '', '                              64 530 €  ']", 22.02.2023 ALLEMAGNEDétail,DIESEL10 Km2023AUTOMATIQUE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['JeepCompass4xe1.3', '', '                              35 990 €  ']",,
"['JeepRenegade4xe1.3LIMITED', '', '                              31 990 €  ']",,
"['JeepRenegade1.6S', '', '                              29 990 €  ']",,
"['NissanJuke1.0TEKNA', '', '                              26 990 €  ']",,
"['ToyotaCorolla1.8BUSINESS', '', '                              27 890 €  ']",,
"['ToyotaCorolla1.8TSprix initial : 29 890', '', '                              29 460 €  ']",,
"['ToyotaRav42.0BUSINESSprix initial : 28 490', '', '                              27 140 €  ']",,
"['ToyotaRav42.5CONFORT4X2prix initial : 40 990', '', '                              39 890 €  ']",,
"['ToyotaCorolla1.8BUSINESS', '', '                              26 680 €  ']",,
"['ToyotaCorolla1.8TS', '', '                              27 890 €  ']",,
"['KiaSportage1.64X4prix initial : 21 990', '', '                              18 990 €  ']",,
"['OpelCorsa1.0prix initial : 3 800', '', '                              3 599 €  ']",,
"['KiaSportage1.64X2prix initial : 31 490', '', '                              29 900 €  ']",,
"['MgZs1.5', '', '                              17 990 €  ']",,
"['ToyotaYaris1.0CONFORTprix initial : 14 990', '', '                              13 990 €  ']",,
"['FordKa1.2TREND', '', '                              4 500 €  ']",,
"['Land roverRange rover velarD2402.0R DYNAMICAWDprix initial : 42 400', '', '                              39 400 €  ']",,
"['NissanQashqai1.3ACENTA', '', '                              28 530 €  ']",,
"['ToyotaLand cruiser2.8EXECUTIVEprix initial : 75 350', '', '                              64 820 €  ']",,
"['KiaCeed sw1.5GT LINEprix initial : 31 990', '', '                              30 990 €  ']",,
"['SeatArona1.0FRprix initial : 20 990', '', '                              19 490 €  ']",,
"['ToyotaCorolla1.8BUSINESSprix initial : 25 590', '', '                              21 990 €  ']",,
"['ToyotaYaris1.0CONFORT', '', '                              12 990 €  ']",,
"['ToyotaYarisGr', '', '                              43 890 €  ']",,
"['ToyotaYarisGrVE', '', '                              43 890 €  ']", 14.04.2023 ALLEMAGNEDétail,ESSENCE5 000 Km2021MANUELLE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['ToyotaYaris1.0CONFORT', '', '                              11 990 €  ']",,
"['MitsubishiEclipse cross2.4prix initial : 30 990', '', '                              28 890 €  ']",,
"['LexusLc cabrioletLc 500V8 5.0prix initial : 128 990', '', '                              125 480 €  ']",,
"['LexusLc cabrioletLc 500V8 5.0prix initial : 125 990', '', '                              124 980 €  ']",,
"['RenaultMegane grandtour1.2EXPERIENCE', '', '                              12 990 €  ']",,
"['RenaultMegane societeEXPERIENCE', '', '                              12 990 €  ']",,
"['BmwSerie 33202.0', '', '                              8 990 €  ']",,
"['FordFocus societe1.0prix initial : 27 990', '', '                              25 490 €  ']",,
"['VolkswagenPassat variant2.0prix initial : 39 900', '', '                              37 900 €  ']",,
"['MercedesClasse c breakC 200prix initial : 8 500', '', '                              8 300 €  ']",,
"['VolkswagenArteon shooting brake2.0prix initial : 37 900', '', '                              33 900 €  ']",,
"['KiaXceed1.5prix initial : 28 990', '', '                              28 490 €  ']",,
"['FordFocus societe1.0prix initial : 27 990', '', '                              25 490 €  ']",,
"['OpelCrossland x1.2prix initial : 24 990', '', '                              22 490 €  ']",,
"['SkodaSuperb combi2.0STYLE', '', '                              34 990 €  ']",,
"['SkodaScala1.0ACTIVEprix initial : 18 990', '', '                              18 490 €  ']",,
"['SkodaKaroq2.0SPORTLINE', '', '                              44 900 €  ']",,
"['SkodaOctavia combi2.0SPORTLINE', '', '                              37 990 €  ']",,
"['AudiQ230 tfsi1.0prix initial : 21 990', '', '                              20 490 €  ']",,
"['SuzukiSwift1.4SPORTprix initial : 21 990', '', '                              21 490 €  ']",,
"['SkodaOctavia combi1.0STYLEprix initial : 24 990', '', '                              20 990 €  ']",,
"['MercedesClasse aA 1802.0', '', '                              2 650 €  ']",,
"['DaciaSandero1.0', '', '                              8 890 €  ']",,
"['VolkswagenT-cross1.0CONFORTLINEprix initial : 25 900', '', '                              24 900 €  ']",,
"['DaciaDuster1.2PRESTIGEprix initial : 12 990', '', '                              9 990 €  ']", 25.05.2023 ALLEMAGNEDétail,ESSENCE49 000 Km2016MANUELLE18437DEVIS ASSURANCEVENDEZ
"['JeepCompass4xe1.3S', '', '                              35 990 €  ']",,
"['FordTransit custom2.0prix initial : 17 777', '', '                              14 299 €  ']",,
"['VolkswagenId buzzprix initial : 67 900', '', '                              63 900 €  ']",,
"['VolkswagenId buzzWHITE', '', '                              67 900 €  ']",,
"['KiaCeed sw1.0EDITION 7', '', '                              19 990 €  ']",,
"['KiaCeed sw1.0EDITION 7prix initial : 23 990', '', '                              22 590 €  ']",,
"['KiaStonic1.2', '', '                              19 990 €  ']",,
"['SkodaKodiaq2.0SPORTLINE4X4prix initial : 49 890', '', '                              47 990 €  ']",,
"['BmwSerie 3 touring320INDIVIDUALprix initial : 27 990', '', '                              26 490 €  ']",,
"['AudiQ235 tfsi1.5DESIGNprix initial : 26 990', '', '                              22 990 €  ']",,
"['SkodaKamiq1.5prix initial : 26 990', '', '                              26 490 €  ']",,
"['MgMg5LUXURYprix initial : 29 900', '', '                              27 990 €  ']",,
"['RenaultCaptur0.9LIFE', '', '                              11 490 €  ']",,
"['FiatPanda1.1', '', '                              2 999 €  ']",,
"['SeatMii1.0prix initial : 5 500', '', '                              5 300 €  ']",,
"['LexusRc200t2.0prix initial : 28 990', '', '                              26 990 €  ']",,
"['ToyotaBz4xprix initial : 55 990', '', '                              45 760 €  ']",,
"['RenaultClio1.0prix initial : 19 490', '', '                              18 490 €  ']",,
"['Fiat500x1.0CITY CROSS4X2prix initial : 18 990', '', '                              16 990 €  ']",,
"['SuzukiSx4 s-cross1.4prix initial : 25 990', '', '                              25 490 €  ']",,
"['LexusRc2.0prix initial : 28 990', '', '                              26 990 €  ']",,
"['ToyotaC-hr1.8', '', '                              27 890 €  ']",,
"['ToyotaProace2.0CONFORT', '', '                              32 000 €  ']",,
"['KiaXceed1.5prix initial : 25 990', '', '                              24 990 €  ']",,
"['ToyotaAygo x1.0X PLAYprix initial : 19 750', '', '                              19 850 €  ']", 20.06.2023 ALLEMAGNEDétail,ESSENCE10 Km2023AUTOMATIQUE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['SkodaScala1.5prix initial : 20 990', '', '                              20 490 €  ']",,
"['SkodaKamiq1.0MONTE CARLOprix initial : 28 900', '', '                              28 490 €  ']",,
"['LadaVesta1.6prix initial : 15 990', '', '                              14 990 €  ']",,
"['VolkswagenPassat variant2.0BUSINESSprix initial : 49 900', '', '                              47 500 €  ']",,
"['SkodaOctavia combi1.0AMBITIONprix initial : 28 890', '', '                              26 990 €  ']",,
"['SkodaKamiq1.0', '', '                              23 990 €  ']",,
"['ToyotaAygo x1.0X PLAY', '', '                              18 470 €  ']",,
"['ToyotaBz4xCONFORTprix initial : 48 470', '', '                              45 760 €  ']",,
"['VolkswagenPassat variant2.0R LINEprix initial : 49 900', '', '                              47 500 €  ']",,
"['RenaultClio0.9LIFE', '', '                              11 490 €  ']",,
"['VolkswagenPassat variant1.4prix initial : 31 990', '', '                              28 990 €  ']",,
"['VolkswagenTransporterT62.0prix initial : 19 899', '', '                              19 777 €  ']",,
"['CitroenC11.0SHINE', '', '                              11 490 €  ']",,
"['FordTransit custom2.0prix initial : 18 999', '', '                              17 777 €  ']",,
"['KiaSorento2.2PLATINUMprix initial : 35 990', '', '                              32 990 €  ']",,
"['FordFiesta1.0ACTIVE PLUSprix initial : 16 990', '', '                              15 990 €  ']",,
"['MitsubishiLancer1.6', '', '                              7 777 €  ']",,
"['ToyotaHilux2.7GR SPORTprix initial : 62 390', '', '                              57 990 €  ']",,
"['ToyotaLand cruiserV8 4.5EXECUTIVEprix initial : 37 890', '', '                              27 890 €  ']",,
"['VolkswagenGolfGti2.0PERFORMANCEprix initial : 25 900', '', '                              24 900 €  ']",,
"['Fiat500Hybrid1.0DOLCEVITA', '', '                              16 969 €  ']",,
"['Fiat500Hybrid1.0CLUB', '', '                              15 998 €  ']",,
"['KiaSportage1.6SPIRIT4X4prix initial : 40 950', '', '                              38 990 €  ']",,
"['VolkswagenPolo1.2prix initial : 2 777', '', '                              1 999 €  ']",,
"['VolkswagenCaravelleCONFORTLINE', '', '                              54 900 €  ']", 07.07.2023 ALLEMAGNEDétail,DIESEL22 969 Km2021AUTOMATIQUE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['VolkswagenCaravelle2.0CONFORTLINE', '', '                              54 900 €  ']",,
"['KiaStonic1.4EDITION 7', '', '                              14 990 €  ']",,
"['Fiat500Hybrid1.0DOLCEVITA', '', '                              17 519 €  ']",,
"['Peugeot308 sw1.6prix initial : 6 999', '', '                              5 777 €  ']",,
"['SuzukiSx4 s-cross1.6prix initial : 17 990', '', '                              16 990 €  ']",,
"['RenaultScenic1.3LIMITEDprix initial : 17 990', '', '                              16 990 €  ']",,
"['VolkswagenCaravelleCONFORTLINE', '', '                              52 900 €  ']",,
"['OpelAstra1.4', '', '                              13 990 €  ']",,
"['MitsubishiSpace star1.0EDITION 100prix initial : 10 890', '', '                              9 990 €  ']",,
"['RenaultKadjar1.2EXPERIENCE', '', '                              15 990 €  ']",,
"['VolkswagenArteon2.0prix initial : 26 990', '', '                              25 990 €  ']",,
"['MercedesClasse aA 2001.3prix initial : 22 990', '', '                              21 990 €  ']",,
"['FordKuga2.5ST LINE Xprix initial : 37 490', '', '                              33 990 €  ']",,
"['SkodaOctavia combiRs2.0prix initial : 25 990', '', '                              23 490 €  ']",,
"['SuzukiSx4 s-cross1.0prix initial : 16 990', '', '                              15 990 €  ']",,
"['Fiat5001.2LOUNGE', '', '                              11 990 €  ']",,
"['MercedesAmg gtV8 4.0prix initial : 119 890', '', '                              114 990 €  ']",,
"['KiaCeed1.5prix initial : 26 900', '', '                              26 490 €  ']",,
"['RenaultCaptur1.3', '', '                              26 900 €  ']",,
"['ToyotaRav42.5ONE', '', '                              37 490 €  ']",,
"['VolkswagenT-roc1.0', '', '                              26 900 €  ']",,
"['SeatTarraco1.5FRprix initial : 42 900', '', '                              41 900 €  ']",,
"['ToyotaRav42.5', '', '                              37 490 €  ']",,
"['VolkswagenPolo1.0HIGHLINE', '', '                              14 900 €  ']",,
"['FordFocus swSt1.0ST LINE X', '', '                              28 900 €  ']", 27.07.2023 ALLEMAGNEDétail,ESSENCE10 Km2023MANUELLE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['FordFocus sw1.0ST LINE X', '', '                              28 900 €  ']",,
"['HyundaiI30 wagon1.5', '', '                              28 900 €  ']",,
"['FordFocus societe1.0ST LINE X', '', '                              28 900 €  ']",,
"['FordFocus societe1.0ST LINE', '', '                              27 490 €  ']",,
"['OpelMokka1.2prix initial : 25 900', '', '                              25 490 €  ']",,
"['KiaCeed1.5prix initial : 26 900', '', '                              26 490 €  ']",,
"['HyundaiI101.2prix initial : 11 990', '', '                              10 990 €  ']",,
"['NissanJuke1.2N CONNECTAprix initial : 14 990', '', '                              14 490 €  ']",,
"['OpelAdam1.4EDITIONprix initial : 12 990', '', '                              12 490 €  ']",,
"['OpelMokka1.6EDITIONprix initial : 13 990', '', '                              13 490 €  ']",,
"['SeatArona1.0STYLEprix initial : 19 990', '', '                              19 490 €  ']",,
"['FordEcosport1.0TITANIUMprix initial : 21 990', '', '                              19 990 €  ']",,
"['VolkswagenCaravelle2.0CONFORTLINE', '', '                              52 900 €  ']",,
"['VolkswagenGolf swLIFEprix initial : 26 990', '', '                              26 490 €  ']",,
"['JeepRenegade4xe1.3', '', '                              34 990 €  ']",,
"['CitroenC5prix initial : 27 900', '', '                              25 890 €  ']",,
"['CitroenC51.6prix initial : 36 430', '', '                              32 490 €  ']",,
"['AudiA4 avant40 tfsi2.0SPORTprix initial : 26 990', '', '                              25 990 €  ']",,
"['SeatArona1.0STYLEprix initial : 19 990', '', '                              19 490 €  ']",,
"['OpelAgila1.0', '', '                              960 €  ']",,
"['MercedesVito tourer', '', '                              15 000 €  ']",,
"['MitsubishiEclipse cross2.4', '', '                              45 990 €  ']",,
"['MitsubishiEclipse cross', '', '                              45 990 €  ']",,
"['VolkswagenGolf1.4WOLFSBURG EDITIONprix initial : 17 990', '', '                              17 490 €  ']",,
"['DaciaDuster1.6AMBIANCE4X2', '', '                              11 490 €  ']", 11.08.2023 ALLEMAGNEDétail,ESSENCE26 278 Km2018MANUELLE18437DEVIS ASSURANCEIMPORTEZ CETTE VOITUREVENDEZ
"['OpelAstra1.6COMFORT', '', '                              2 499 €  ']",,
"['MercedesClasse eE 450prix initial : 53 999', '', '                              48 550 €  ']",,
"['MercedesClasse gleGle 450 amgprix initial : 53 999', '', '                              48 550 €  ']",,
"['VolkswagenPolo1.0HIGHLINEprix initial : 19 990', '', '                              18 490 €  ']",,
"['SeatMii1.0I TECHprix initial : 10 990', '', '                              10 490 €  ']",,
